Referência,Grupo,Marca,Coleção,Cor (Pantone),Descrição Cor,Tam.,Qtd.
REST1058.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-4118,Dark Denim TC,PP,2.0
REST1060,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,G,1.0
REST1060,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,11-0601,Bright White TC,M,3.0
REST1060,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,GG,2.0
REST1060,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,11-0601,Bright White TC,G,4.0
REST1060,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,M,1.0
REST1060,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,P,2.0
REST1061,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,PP,1.0
REST1061,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-1223,Downtown Brown,GG,2.0
REST1062,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,14-1209,Smoke Gray TC,GG,2.0
REST1062,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,M,1.0
REST1062,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,14-1209,Smoke Gray TC,G,1.0
REST1063.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,14-1212,Ecru Drab TC,G,2.0
REST1063.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,P,1.0
REST1063.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,M,1.0
REST1063.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,GG,1.0
REST1063.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,14-1212,Ecru Drab TC,M,4.0
REST1063.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,14-1212,Ecru Drab TC,GG,2.0
REST1063.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,14-1212,Ecru Drab TC,P,1.0
REST1063.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,14-1212,Ecru Drab TC,M,5.0
REST1063.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,G,1.0
REST1063.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,14-1212,Ecru Drab TC,G,3.0
REST1063.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,14-1212,Ecru Drab TC,GG,1.0
REST1065.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,GG,1.0
REST1065.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,M,1.0
REST1065.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,G,3.0
REST1065.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,M,4.0
REST1065.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,GG,1.0
REST1067.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,18-0930,Coffee Lique?r TC,G,2.0
REST1067.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-3923,Navy Blazer,M,1.0
REST1067.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-3923,Navy Blazer,P,1.0
REST1067.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-3923,Navy Blazer,GG,1.0
REST1067.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,18-0930,Coffee Lique?r TC,P,1.0
REST1067.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,18-0930,Coffee Lique?r TC,P,2.0
REST1069.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0826,Golden Haze TC,G,1.0
REST1069.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,G,1.0
REST1069.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0826,Golden Haze TC,M,3.0
REST1069.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,1.0
REST1069.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0826,Golden Haze TC,P,2.0
REST1069.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,1.0
REST1069.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0826,Golden Haze TC,GG,2.0
REST1069.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,GG,1.0
REST1069.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2025,12-0826,Golden Haze TC,G,1.0
REST1071.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-1235,Brunette TC,M,4.0
REST1071.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,G,4.0
REST1071.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,PP,2.0
REST1071.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-1235,Brunette TC,G,4.0
REST1071.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,3.0
REST1071.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,5.0
REST1071.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-1235,Brunette TC,P,2.0
REST1071.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,GG,2.0
REST1071.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,G,1.0
REST1073.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,1.0
REST1073.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1320,Tannin TC,GG,1.0
REST1073.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1320,Tannin TC,G,2.0
REST1073.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1244,Ginger Bread TC,G,1.0
REST1073.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,PP,1.0
REST1073.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1244,Ginger Bread TC,M,2.0
REST1073.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,G,1.0
REST1073.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1244,Ginger Bread TC,P,1.0
REST1073.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,1.0
REST1073.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1320,Tannin TC,M,2.0
REST1073.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,1.0
REST1073.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1320,Tannin TC,M,1.0
REST1073.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1320,Tannin TC,GG,1.0
REST1073.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1320,Tannin TC,P,2.0
REST1073.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1320,Tannin TC,PP,1.0
REST1075,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-0930,Coffee Lique?r TC,GG,1.0
REST1075,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-0930,Coffee Lique?r TC,M,4.0
REST1075,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,G,1.0
REST1075,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,5.0
REST1075,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,4.0
REST1075,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-0930,Coffee Lique?r TC,G,1.0
REST1075,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-0930,Coffee Lique?r TC,P,4.0
REST1077.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,GG,1.0
REST1077.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,13-0922,Straw TC,G,1.0
REST1077.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,1.0
REST1077.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,2.0
REST1077.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,1.0
REST1077.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,13-0922,Straw TC,GG,1.0
REST1077.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,13-0922,Straw TC,G,2.0
REST1079,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,G,1.0
REST1079,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0826,Golden Haze TC,P,1.0
REST1079,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,3.0
REST1079,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0826,Golden Haze TC,GG,1.0
REST1080.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,GG,1.0
REST1080.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,GG,1.0
REST1080.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,G,3.0
REST1080.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,1.0
REST1080.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,P,1.0
REST1080.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,3.0
REST1080.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,G,1.0
REST1080.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,PP,2.0
REST1080.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,2.0
REST1082,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,PP,3.0
REST1082,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,1.0
REST1082,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,P,2.0
REST1082,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,GG,1.0
REST1082,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,G,1.0
REST1084,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,M,3.0
REST1084,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,P,1.0
REST1084,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,PP,1.0
REST1084,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,GG,1.0
REST1085,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1227,Cafe ?au ?lait TC,GG,1.0
REST1085,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1227,Cafe ?au ?lait TC,G,1.0
REST1085,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1336,Bran TC,G,1.0
REST1085,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1227,Cafe ?au ?lait TC,PP,1.0
REST1086,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,3.0
REST1086,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1227,Cafe ?au ?lait TC,M,2.0
REST1086,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1227,Cafe ?au ?lait TC,G,1.0
REST1086,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,15-1316,Maple Sugar TC,P,4.0
REST1086,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,15-1316,Maple Sugar TC,G,2.0
REST1086,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,15-1316,Maple Sugar TC,M,2.0
REST1087,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1110,Brindle TC,G,2.0
REST1087,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-1333,Sequoia TC,M,2.0
REST1087,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1110,Brindle TC,M,2.0
REST1087,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1110,Brindle TC,P,2.0
REST1087,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-1333,Sequoia TC,G,2.0
REST1087,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-1333,Sequoia TC,P,4.0
REST1088,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,1.0
REST1089,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,2.0
REST1089,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-4052,Classic Blue TC,PP,1.0
REST1089,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,GG,2.0
REST1090,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-3950,Deep Ultramarine TC,G,1.0
REST1090,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,15-2215,Begonia Pink TC,GG,1.0
REST1090,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,15-2215,Begonia Pink TC,G,1.0
REST1090,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,G,3.0
REST1090,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-3950,Deep Ultramarine TC,GG,1.0
REST1090,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,M,3.0
REST1090,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-3950,Deep Ultramarine TC,P,1.0
REST1090,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-3950,Deep Ultramarine TC,M,2.0
REST1091,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,3.0
REST1091,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,G,3.0
REST1091,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,G,2.0
REST1091,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,GG,1.0
REST1091,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,M,1.0
REST1091,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,1.0
REST1091,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,GG,2.0
REST1092,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,P,2.0
REST1092,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,G,3.0
REST1092,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,18-1664,Fiery Red TC,M,9.0
REST1092,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,18-1664,Fiery Red TC,PP,3.0
REST1092,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,18-1664,Fiery Red TC,P,6.0
REST1092,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,PP,3.0
REST1092,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,18-1664,Fiery Red TC,G,4.0
REST1092,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,M,2.0
REST1093,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,18-1664,Fiery Red TC,P,7.0
REST1093,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,M,2.0
REST1093,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,18-1664,Fiery Red TC,PP,2.0
REST1093,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,18-1664,Fiery Red TC,M,2.0
REST1093,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO INVERNO 2025,19-0000,Raven TC,P,3.0
REST1097.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,GG,3.0
REST1097.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,M,2.0
REST1097.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,P,1.0
REST1097.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,GG,1.0
REST1097.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,G,1.0
REST1097.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,M,2.0
REST1097.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,P,1.0
REST1097.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1664,Fiery Red TC,G,3.0
REST1097.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,2.0
REST1097.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,GG,1.0
REST1098.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-4052,Classic Blue TC,GG,1.0
REST1101,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0824,Pale Banana TC,P,3.0
REST1101,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,15-3919,SERENITY,P,1.0
REST1101,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0824,Pale Banana TC,M,7.0
REST1101,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0824,Pale Banana TC,G,4.0
REST1101,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,15-3919,SERENITY,M,2.0
REST1101,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0824,Pale Banana TC,PP,2.0
REST1101,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0824,Pale Banana TC,GG,1.0
REST1102,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4028,Bering Sea,M,1.0
REST1102,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,M,1.0
REST1102,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4028,Bering Sea,G,1.0
REST1102,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4028,Bering Sea,GG,1.0
REST1102,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,P,1.0
REST1102,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4028,Bering Sea,P,1.0
REST1103,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1224,Camel TC,PP,1.0
REST1103,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-3945,Amparo Blue TC,P,1.0
REST1103,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-3945,Amparo Blue TC,G,2.0
REST1103,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1224,Camel TC,M,2.0
REST1103,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1224,Camel TC,P,3.0
REST1105.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4041,Star Sapphire TC,G,4.0
REST1105.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,2.0
REST1105.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,GG,2.0
REST1105.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4041,Star Sapphire TC,PP,1.0
REST1105.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4041,Star Sapphire TC,GG,2.0
REST1105.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4041,Star Sapphire TC,M,3.0
REST1105.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,G,2.0
REST1105.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,1.0
REST1105.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,PP,1.0
REST1105.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4041,Star Sapphire TC,M,4.0
REST1105.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4041,Star Sapphire TC,G,4.0
REST1105.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,GG,1.0
REST1105.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4041,Star Sapphire TC,PP,3.0
REST1105.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4041,Star Sapphire TC,GG,1.0
REST1105.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-4041,Star Sapphire TC,P,4.0
REST1105.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,PP,1.0
REST1107.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1048,Monk?s Robe TC,GG,1.0
REST1107.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,18-1048,Monk?s Robe TC,GG,1.0
REST1107.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-3815,AZUL (Evening Blue),G,1.0
REST1107.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-3815,AZUL (Evening Blue),GG,1.0
REST1108,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-1420,Deep Mahogany TC,M,1.0
REST1108,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,11-0602,Snow White TC,M,1.0
REST1110,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,M,1.0
REST1110,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,15-1040,ICED COFFEE,PP,2.0
REST1110,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,P,3.0
REST1110,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,15-1040,ICED COFFEE,P,6.0
REST1110,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,15-1040,ICED COFFEE,G,2.0
REST1110,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-0000,Raven TC,GG,2.0
REST1110,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,15-1040,ICED COFFEE,GG,2.0
REST1112.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0712,Vanilla TC,G,2.0
REST1112.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,12-0712,Vanilla TC,P,1.0
REST1112.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,14-4112,Skyway,M,1.0
REST1112.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,14-4112,Skyway,GG,3.0
REST1112.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,14-4112,Skyway,P,1.0
REST1114.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,17-1221,MARROM (Macchiato TCX),P,1.0
REST1114.1,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-3923,Navy Blazer,P,2.0
REST1114.2,PEÇAS BOAS,RITMI STUDIO,RITMI STUDIO VERÃO 2026,19-3923,Navy Blazer,PP,1.0
